company_name,website_url,business_description,main_products_services,talent_values,ceo_message,crawl_success,error
디지타이드,https://ko.aliexpress.com,"디지타이드는 온라인 쇼핑 플랫폼으로, 다양한 제품을 할인된 가격에 제공합니다. 고객에게 최상의 쇼핑 경험을 제공하기 위해 다양한 프로모션과 베스트셀러 상품을 소개합니다.",온라인 쇼핑|할인 프로모션,,,True,
디지털대성,https://www.digitaldaesung.co.kr,"디지털대성은 교육 및 학습 관련 서비스를 제공하는 기업으로, 다양한 디지털 콘텐츠와 솔루션을 통해 학습 효과를 극대화하는 것을 목표로 하고 있습니다.",디지털 교육 콘텐츠|학습 관리 시스템,,,True,
디지털스퀘어,https://www.baeulang.kr,AI배울랑校에서 인공지능(AI) 산업현장에 필요한 전문교육서비스를 제공합니다. 지역 ICT이노베이션스퀘어 조성사업을 통해 디지털 경제 전환을 가속화하고 AI·SW 인재양성을 목표로 합니다.,AI 전문교육서비스|블록체인 교육,,,True,
디지토피아,https://www.nicebizinfo.com,"NICE평가정보㈜는 국내 최고의 종합신용정보회사로, 공공기관 및 민간기업 신용평가, 기술평가, 안전보건평가, ESG평가 등 다양한 평가 서비스를 제공합니다. 개인신용정보 및 기업신용정보 서비스를 제공하며, 금융산업의 신용인프라를 선도하는 기업입니다.",기업신용평가|NICE BizLINE,열정과 도전정신을 갖춘 인재들과의 소중한 인연을 기다립니다.,"NICE의 최적의 고객서비스와 최상의 고객만족실현을 목표로 하며, 혁신을 통한 새로운 고객 가치 창조를 추구합니다.",True,
디코랩,http://m.dico-lab.co.kr,"(주)디코랩은 디지털 리터러시, 컴퓨팅 사고력, 인공 지능 영역에 걸쳐 교육서비스 사업을 추진하고 있습니다. 인공 지능, 빅데이터, 사물 인터넷 등의 기술이 생활 곳곳에 사용되며 사회 전반을 바꿔 놓게 됩니다.",퓨처뱅크 with 삐뽀|뚜루뚜루 코딩로봇,,,True,
디투이노베이션,D2MAP.COM,"디투이노베이션은 AI, XR 등 최신 기술을 접목한 차세대 GIS 전문 기업으로, 국방, 공공사업, 스마트 시티, 자율주행, 환경 모니터링 등 다양한 분야에 최적화된 공간정보 솔루션을 제공합니다. 기술 혁신과 사회적 가치를 결합하며 국내외에서 신뢰받는 글로벌 기업으로 자리 잡고 있습니다.",공간지능 AI 엔진|D2Map™ 솔루션,,,True,
디티에쓰아이,http://www.dtsi.kr,저희 DTSI는 4차 산업혁명 시대를 맞아 새로운 디지털 혁명(Digital Transformation)을 통해 고객을 향한 서비스 혁신(Service Innovation)을 이루겠습니다.,GPU-Native Massive Data Analytic Platform (SCAILIUM)|Data Analytic Platform (Vertica),,저희 DTSI는 새로운 디지털 기술을 통해 고객의 성공적인 사업수행을 돕도록 서비스 혁신을 이루겠습니다.,True,
디포커스,https://dfocus.net,"디포커스는 데이터, ERP, 클라우드, 디지털 전환 및 안전환경 솔루션을 제공하는 기업입니다. 고객의 요구에 맞춘 전문적인 컨설팅과 혁신적인 솔루션을 통해 비즈니스의 효율성을 높이고 있습니다.",SeedVDI|SeedAUTH|SeedADM|SeedScreenShield|SeedCloud ERP|펌뱅킹|구매포털|전자세금계산서 연동|디포커스HR|BI|안전환경 모바일 안전환경 시스템,디포커스의 핵심 가치는 인재입니다. 고객의 가치를 창출하기 위해 디포커스는 노력합니다.,,True,
디피플래닝,https://dpplanning.co.kr,디피플래닝은 E-커머스 시장의 문제를 해결하여 가치를 창조하는 마케터 집단입니다. 기존의 틀을 깨고 새로운 성공의 길을 만들어갑니다.,E-커머스|마케팅,,,True,
딥파인,https://www.deepfine.com/,"DEEP.FINE is a spatial computing company that turns physical industrial spaces into actionable data. We combine spatial data, Vision AI, and smart glasses to connect on-site work, operations, and decision-making into a single workflow.",Spatial Computing|Vision AI|Smart Glasses,,,True,
라미,https://lamyshop.kr,"라미는 필기구 및 액세서리를 전문으로 하는 브랜드로, 다양한 만년필, 샤프, 볼펜, 수성펜 등을 제공합니다. 또한, 스페셜 에디션과 프로모션을 통해 고객에게 특별한 경험을 제공합니다.",만년필|샤프|볼펜|수성펜|디지털펜,,,True,
라이프스타일프로젝트,https://www.jobkorea.co.kr,,,,,True,
라쿠텐심포니코리아,https://home.rakuten-drive.com,"라쿠텐심포니코리아는 비즈니스용 클라우드 서비스인 라쿠텐 드라이브를 제공하며, 파일 전송, 공유 및 저장을 위한 혁신적인 솔루션을 개발하고 있습니다. 이 서비스는 사용자가 쉽게 파일을 관리하고 협업할 수 있도록 지원합니다.",라쿠텐 드라이브,"엔지니어 중심의 경영진으로, 효율적이고 안전하며 빠른 서비스를 개발하는 인재를 지향합니다.","Ryan Son CEO는 현재의 역사적 전환 시기에 비즈니스 툴의 중요성을 강조하며, 모든 비즈니스 툴을 관통하는 데이터 전송, 공유, 보관의 표준을 만드는 것이 회사의 임무라고 전합니다.",True,
랭코드,https://langcode.io,"랭코드는 AI Agent를 통해 복잡한 업무를 단순화하고 반복 작업을 자동화하여 기업의 혁신을 지원하는 플랫폼을 제공합니다. 다양한 산업에 적합한 AI 솔루션을 제공하며, 클라우드 인프라를 통해 고객의 성공을 돕습니다.",CXP 대화형 AI 기반 통합경험 플랫폼|CXP Workflow 자율형 AI Agent 플랫폼,기술이 주도하는 혁신 / 확장 가능한 성장 / 전문성에 기반한 신뢰,,True,
러닝뱅크,https://www.learning.co.kr,"러닝뱅크는 법정교육 및 직무교육 전문기관으로, 다양한 교육 과정을 제공하며 안전보건교육과 금융법정교육을 포함한 다양한 교육 서비스를 운영합니다. 또한, 온라인 및 비대면 교육을 통해 고객의 편의를 도모하고 있습니다.",법정교육|안전보건교육|직무교육,,,True,
러쉬에잇,www.gamejob.co.kr,러쉬에잇은 게임 관련 직업을 위한 구직 및 교육 서비스를 제공하는 플랫폼입니다. 개인이 구직 및 교육 목적으로 자료를 등록하고 정보를 제공받을 수 있는 서비스를 운영합니다.,이력서 등록 및 인재정보 게재 서비스|온라인 입사지원 서비스,,,True,
레드소프트,https://www.redsoft.co.kr,"레드소프트 CRM은 소프트웨어만으로 그치지 않고 컨설팅부터 시스템 구축, 운영지원까지 One-Stop으로 제공하는 CRM 전문기업입니다. 다양한 산업군에서 검증된 CRM 구축 및 운영사례로 고객의 고민을 함께합니다.",CRM 시스템 구축|운영 지원,,,True,
레디올소프트,https://m.jobkorea.co.kr,,,,,True,
레몬헬스케어,https://www.lemonhealthcare.com,"레몬헬스케어는 헬스케어 데이터 기반의 플랫폼을 제공하며, 환자와 의료진 간의 정보 장벽을 해소하는 서비스를 개발하고 있습니다. 스마트 병원 서비스와 실손 보험 청구를 포함한 다양한 헬스케어 솔루션을 통해 의료 서비스를 혁신하고 있습니다.",레몬케어|청구의신,,,True,
레진엔터테인먼트,https://about.lezhin.com,"레진엔터테인먼트는 IP를 기반으로 한 다양한 콘텐츠를 제작하고 있으며, K-Toon과 같은 플랫폼을 통해 만화 및 애니메이션을 제공합니다. 또한, IP의 가치 증대와 관련된 다양한 사업을 진행하고 있습니다.",만화|애니메이션,,,True,
렉스몬드,https://www.rexmonde.com,"렉스몬드는 100% 직매입을 통해 모든 상품을 판매하며, 고객에게 신뢰와 가치를 제공하는 프리미엄 커머스 플랫폼입니다. 오케이몰의 새로운 이름으로, 26년간 쌓아온 신뢰를 바탕으로 더 높은 기준을 향해 나아갑니다.",프리미엄 커머스|직매입 상품 판매,,"렉스몬드는 검증된 가치를 바탕으로 탄생한 이름으로, 앞으로도 변함없는 신뢰와 최고의 가치를 제공하겠습니다.",True,
렛유인에듀,https://letuinedu.com,,,,,False,페이지 크롤링 실패
로고스시스템,https://www.logossystem.com,"로고스시스템은 SaaS 기반의 솔루션을 제공하며, 다양한 산업에 걸쳐 고객의 요구에 맞춘 서비스를 제공합니다.",SaaS 솔루션|고객 맞춤형 서비스,,,True,
로보티즈,https://www.robotis.com,,,,,False,페이지 크롤링 실패
루돌프랩스,https://rudolphlabs.co.kr,"루돌프랩스는 AI 기반의 다양한 솔루션을 제공하는 기업으로, Android 및 iOS 플랫폼에서의 성능 최적화에 중점을 두고 있습니다. 또한, AI 기술을 활용하여 고객의 요구에 맞춘 맞춤형 서비스를 개발하고 있습니다.",AI 솔루션|모바일 애플리케이션,,,True,
리더스아이,www.eyestudent.com,"리더스아이는 아이트래킹 기술을 기반으로 읽기 능력을 과학적으로 진단하고 분석하는 서비스를 제공합니다. 이를 통해 학습자의 읽기 문제를 시각적으로 확인하고, 맞춤형 훈련 프로그램을 통해 개선할 수 있도록 지원합니다.",읽기 능력 진단 서비스|인지 훈련 프로그램,,,True,
리드코프,https://www.leadcorp.co.kr,,,,,False,페이지 크롤링 실패
리디,https://ridibooks.com,"리디는 만화, 웹툰, 웹소설, 전자책 등을 제공하는 플랫폼으로, 다양한 장르의 콘텐츠를 추천하고 있습니다. K-콘텐츠를 세계로 이끌기 위한 인재를 모집하고 있습니다.",만화|웹툰|웹소설|전자책,K-콘텐츠의 미래를 함께 만들어갈 인재,,True,
리비바이오,https://fanmaum.com,"리비바이오는 팬마음이라는 커뮤니티 앱을 통해 트로트 드라마 배우와 팬들이 소통할 수 있는 플랫폼을 제공합니다. 사용자는 응원하는 스타를 최애로 설정하고, 투표를 통해 스타의 순위를 결정하는 활동에 참여할 수 있습니다.",팬마음 커뮤니티 앱|스타 투표 시스템,,,True,
리서치알음,https://researcharum.com,"리서치알음은 독립적이고 객관적인 리서치를 제공하는 전문 리서치 법인으로, 기존 증권사 내 리서치센터와는 차별화된 서비스를 제공합니다. 미국과 유럽에서 활성화된 독립리서치 사업을 국내에 도입하여 투자자 신뢰도를 회복하기 위한 대안으로 설립되었습니다.",독립 리서치 제공|기업 분석 리포트,,,True,
리안,https://www.instagram.com,,,,,True,
리얼벨류,https://realvalue.kr,"리얼벨류는 빅데이터와 인공지능 기술을 결합하여 부동산 시장의 정보 비대칭을 해결하는 프롭테크 기업입니다. 일반 소비자들이 부동산을 거래할 때 겪는 정보의 한계와 허위 매물로 인한 피로감을 줄이고, 데이터에 기반한 객관적인 판단을 내릴 수 있도록 돕는 솔루션을 제공합니다.",AI 부동산 시세 예측|추천 매물 자동 추천,,,True,
리플럭스,https://www.11st.co.kr,,,,,True,
릴레이브랜드,https://orm.the-relay.kr,"OLO Relay Market은 코오롱 전용 리세일 마켓으로, 중고 제품의 거래를 지원하는 플랫폼입니다. 고객들이 쉽게 제품을 사고팔 수 있는 환경을 제공합니다.",리세일 마켓|중고 제품 거래,,,True,
마루정보,http://www.maruit.kr,"㈜마루정보기술은 홈페이지, 쇼핑몰, 스마트폰앱 기술을 바탕으로 기업용 솔루션을 개발하고 판매하는 소프트웨어 기업입니다. 고객의 요구사항을 반영한 전문적인 기획과 신뢰디자인 구축을 통해 최상의 서비스를 제공합니다.",홈페이지 개발|쇼핑몰 개발|스마트폰앱 개발,10년차 이상의 디자이너와 프로그래머가 경험을 바탕으로 융합된 디자인과 프로그램개발로 최고의 프로젝트를 만들어 냅니다.,고객과의 소통을 최우선으로 최고의 솔루션을 제공해 드립니다.,True,
마루한소프트,https://m.jobkorea.co.kr,,,,,True,
마리나체인,https://www.marinachain.io,마리나체인은 AI 기반의 솔루션을 통해 해양 및 물류 규제에 대한 정확하고 신뢰할 수 있는 통찰력을 제공합니다. 이 회사는 탄소 배출 관리 및 규제 준수를 지원하는 다양한 제품을 제공합니다.,MarinaNet|MarinaDocs|MarinaValue,,,True,
마린웍스,https://www.marineworks.co.kr,"마린웍스는 선박의 실시간 안전 및 최적 운항 관리를 위한 스마트십 플랫폼과 솔루션을 제공하며, 해운사의 컴플라이언스 대응과 경쟁력 강화를 위한 IT 솔루션을 구독형 모델로 제공합니다.",스마트십 플랫폼|MyFleet Service,,,True,
마바산업,https://www.maba.co.kr,,,,,False,페이지 크롤링 실패
마이나비코리아,https://www.mynavikorea.co.kr,"마이나비코리아는 일본계 기업의 취업 지원 및 일본 현지 취업 전문 기업입니다. 국내외 다양한 채용 정보를 제공하며, 일본어 관련 취업 노하우와 커뮤니티를 운영합니다.",취업 지원|헤드헌팅|아웃소싱,,,True,
마이링크,http://my-link.co.kr,마이링크는 중소 · 중견 제조업체의 맞춤형 디지털 전환을 선도하며 산업 융합을 이끕니다. 고객 중심의 클라우드 SaaS 서비스 스타트업 및 중소/중견 제조업을 위해 최적의 솔루션을 제공합니다.,Link PLM|Link PMS,,,True,
마이플랫,https://www.myplat.co.kr,"마이플랫은 프리랜서와 클라이언트를 연결하는 IT 프리랜서 온라인 플랫폼 서비스입니다. 다양한 IT 전문가와 클라이언트의 연결을 보다 편리하게 제공하며, 매칭 컨설턴트를 통해 적합한 프로젝트를 제안합니다.",프리랜서 매칭 서비스|프로젝트 지원 서비스,,,True,
